ticket_id,rsltn_type,rsltn_status,rsltn_date,rsltn_byuser,rsltn_servicedate,rsltn_servicennumber,rsltn_eta,rsltn_etd,rsltn_inspection,rsltn_actiontaken,rsltn_actionmethod,rsltn_planning,rsltn_remark
ticket_id,rsltn_type,rsltn_status,rsltn_date,rsltn_byuser,rsltn_servicedate,rsltn_servicennumber,rsltn_eta,rsltn_etd,rsltn_inspection,rsltn_actiontaken,rsltn_actionmethod,rsltn_planning,rsltn_remark
tkno,,,reztm,engid,,,eta,etd,,,,nex,
1002-95(L),CM,,2010-02-24 16:56:05,NIK,,,2010-02-24 11:15:00,2010-02-24 16:00:00,,"""Received CM report from Arham via fax. Jarfalla cannot on (intermittent). After on (1 minute) Jarfalla turn off by itself.
Action taken:
1. Change power supply with jarfalla  S/N:4580005.
2. Monitor production.
Problem solved. Jarfalla can be used normally.""",,Need to send jarfalla (S/N:4580005) to office for repair ASAP.,
1002-81(L),CM,,2010-02-25 17:49:16,NIK,,,2010-02-22 11:30:00,,,"""Received CM report from Yusuf. Peel off problem. 
Action taken:
1. Readjust retainer guide.
2. Change some id's in ML reader.
ID9 - 2
ID56 - 2
ID57 - 2
ID58 - 2
ID62 - 30
ID63 - 130
Production monitored. Printing run as expected.""",,Next Action Plan :,
1002-89(L),SN,,2010-02-25 09:39:23,NIK,,,,,,"""Received CM report from Yusuf. He on site 2 days. 23 and 24/02/2010. Problem peel off. 
Action taken:
1. Reduced nip offset from 80 to 75.
2. on 23/02 - from A22051001 to A22051133 printed with 0 peeled off.
3. On 24/02 - 120 from 119 application 0 peel off.
Continue production. No peel off.""",,THE CVS file from both toppan were taken back for further investigation.,
1002-91(L),CM,,2010-02-25 17:26:22,NIK,,,2010-02-24 09:10:00,2010-02-24 12:30:00,,"""Received CM report from Sufian. FILM EMPTY error display during printing. Transfer mark adjustment complete.
Action taken:
1. Test and check crystagram amplifier.
2. Did crystagram adjustment.
3. Test print and monitor production.
Production continue as usual.""",,Next Action Plan :,
1002-102(L),CM,,2010-02-25 17:26:23,NIK,,,2010-02-25 10:10:00,2010-02-25 16:45:00,,"""Received CM report from Sufian. Book stuck between feeder and CCD.
Action taken:
1. Did general cleaning for CCD and feeder
2. Did allignment.
3. Feed test and monitor production.
Production continue as usual.""",,Next Action Plan :,
1002-96(L),CM,,2010-02-25 17:26:27,NIK,,,2010-02-25 10:10:00,2010-02-25 17:00:00,,"""Received CM report from Sufian. Dislocation problem. He did check belt for platen roller. Did general cleaning. Test print and monitor production. Production continue as usual.""",,Next Action Plan :,
1002-90(L),SN,,2010-03-01 09:46:36,NIK,,,,,,"""Call Nippon. Spoke with Anand. They already come to sent cleaning kits to our office.""",,Next Action Plan :,
1003-01(L),SN,,2010-03-01 09:15:29,NIK,,,,,,"""Informed the problem to Maria. She will check this.""",,Next Action Plan :,
1003-01(L),SN,,2010-03-01 08:36:58,NIK,,,,,,"""Call user. Spoke with PIT Raja. She informed that one of the encode PC failed to boot window. Check with user this PC dont have our sticker but this one is big type. Not Netvista.

*Now at site cannot do production. SYSTEM DOWN.""",,Next Action Plan :,
1003-01(L),SN,,2010-03-01 08:33:23,NIK,,,,,,"""Received log from Zana ADUKOM. She informed that PC toppan failed to boot up.""",,Next Action Plan :,
1002-101(L),SN,,2010-03-01 09:30:41,NIK,,,,,,"""Call User spoke with Kak Arnida. She informed that until now, no problem happened anymore. Allow us to close log.""",,Next Action Plan :,
1002-101(L),SN,,2010-02-27 10:58:51,NIK,,,,,,"""I attend site together with Sufian and Anuar for ICAO installation. I informed the problems to Anuar and ask him to look at this problem. He check the film and found the problem. He adjust the tension of platen timing belt and do test print. Problem resolved. """,,Next Action Plan :,
1002-102(L),SN,,2010-02-25 15:09:13,NIK,,,,,,"""Call ADUKOM. Log close with Irwan.""",,Next Action Plan :,
1002-84(L),SN,,2010-02-25 15:09:42,NIK,,,,,,"""Call ADUKOM. Log close with Irwan.""",,Next Action Plan :,
1002-102(L),SN,,2010-02-25 15:06:48,NIK,,,,,,"""Call user. Spoke with PIT Chan. She confirmed that no problem happened anymore. Allow us to close log.""",,Next Action Plan :,
1002-102(L),SN,,2010-02-25 14:48:22,NIK,,,,,,"""Call Sufian. Problem already resolved around 2 pm. He did clean CCD and feeder, problem resolved.""",,Next Action Plan :,
1002-90(L),SN,,2010-02-25 14:39:59,NIK,,,,,,"""Call user spoke with Dian. Informed her that we have problem with the delivery item. Informed her that we can only sent item next monday. Since they still left one packet, user agree.""",,Next Action Plan :,
1002-90(L),SN,,2010-02-25 14:35:57,NIK,,,,,,"""Call  Nippon since until now we still not received item. Spoke with Anand. He informed that actually they already sent item but at Bhgn H. When he found that its wrong, they take it back and only can sent it Monday morning because now the deliverer need to sent other items at Bangi. Ok agree with him but Anand promise to sent items monday morning.""",,Next Action Plan :,
1002-98(O),SN,,2010-02-25 14:26:09,NIK,,,,,,"""Call En Ramli. problem still not ok. User lareday refer problem to BTMR. BTMR still try to resolved it. Since the problem is regarding the agihan, pass problem to BTMR. Log close at our site but i will keep updating status with user.""",,Next Action Plan :,
1002-102(L),SN,,2010-02-25 13:36:31,NIK,,,,,,"""call process room. Sufian already at process room troubleshoot problem.""",,Next Action Plan :,
1002-102(L),SN,,2010-02-25 12:54:53,NIK,,,,,,"""Call Sufian. He lunch now. He will go at process room A after lunch.""",,Next Action Plan :,
1002-102(L),SN,,2010-02-25 12:52:04,NIK,,,,,,"""Call user spoke with mdm kim, she informed that book stuck inside feeder when book move into CCD. User already use sand paper and adjust passport physical but still not ok. Informed her that Sufian at WPIN (B) now. I will ask Sufian to check at site.""",,Next Action Plan :,
1002-102(L),SN,,2010-02-25 12:51:28,NIK,,,,,,"""Received report from Zana ADUKOM informed that problem buku sangkut.""",,Next Action Plan :,
1002-96(L),SN,,2010-02-25 13:37:05,NIK,,,,,,"""Call user. Speak with PIT latifah. She confirmed with Abu, no problem occur anymore. Allow us to close log.""",,Next Action Plan :,
1002-101(L),SN,,2010-02-25 12:15:36,NIK,,,,,,"""Call user spoke with Kak Arnida. She informed that problem still not resolved. She dont want to try anymore since 10 passport already damage at this printer today. Want to guide user to do SP1 platen but she refuse because she really busy now. She informed that engineer can come on saturday together with ICAO installation.""",,Next Action Plan :,
1002-100(L),SN,,2010-02-25 12:15:26,NIK,,,,,,"""Call user speak with kak Arnida. She confirmed that now she use this printer. Allow us to close log since a lot of passport already print at thsi printer.""",,Next Action Plan :,
1002-101(L),SN,,2010-02-25 10:46:35,NIK,,,,,,"""Call user spoke with Kak Arnida. Ask her to clean platen roller and orange roller because she dont know that she need to clean that. User ask to call back later around 12 am.""",,Next Action Plan :,
1002-100(L),SN,,2010-02-25 10:46:38,NIK,,,,,,"""Call Process room. Speak with Kak Arnida. She informed that line appear this morning but after clean, ok. After 3 passport line appear again with one passport print with blur photo. Ask user to clean again. Concerntrate at thermal head and also clean at platen roller. Will call back later around 12:00hrs.""",,Next Action Plan :,
1002-101(L),SN,,2010-02-25 10:40:04,NIK,,,,,,"""Received call from Din. He informed that user report to him that both printer problem. He ask to follow up with user.""",,Next Action Plan :,
1002-100(L),SN,,2010-02-25 10:40:10,NIK,,,,,,"""Received call from Din. He informed that user report to him that both printer problem. He ask to follow up with user.""",,Next Action Plan :,
1002-99(L),SN,,2010-02-25 09:44:23,NIK,,,,,,"""Received call from Irwan ADUKOM. He give this problem but i explained to him that this is server problem. He noted and will esculate to other vendor.""",,Next Action Plan :,
1002-99(L),SN,,2010-02-25 09:36:27,NIK,,,,,,"""Call Hafiz mobile. He check both PC imbasan and PC spooler, both have mapping. Since at the encode indicate server problem. Ask Maria and he think that its because of the server. Ask user to log problem to ADUKOM. User noted.""",,Next Action Plan :,
1002-99(L),SN,,2010-02-25 09:29:38,NIK,,,,,,"""Call user spoke with Pn Raja. Pn Raja pass phone to Hafiz. Hafiz explain that after imbas image, job not sent to spooler. Before this problem occur, he facing problem to encode one passport. Error appear Image failed to sent to server. Ask user to check mapping at PC imbasan and PC spooler but user far from Toppan. he ask to call his mobile. """,,Next Action Plan :,
1002-99(L),SN,,2010-02-25 09:27:28,NIK,,,,,,"""Received call from Azhar. He at Putrajaya now replacing Fakhrul to attend Tender briefing. User report to him that when send job to toppan, all job sent to Toppan 1 eventhough they sent to Toppan 2 and toppan 3. Azhar ask to follow up with user.""",,Next Action Plan :,
1002-98(O),SN,,2010-02-25 08:40:57,NIK,,,,,,"""Call En Ramli mobile. He pass phone to Kak Ros. Kak Ros explain that yesterday evening, a bundle off book finish and they need to use new Bundle. En Ramli already do Agihan to the new bundle but when print appear popup at spooler STOK AGIHAN TIDAK WUJUD, SILA LAKUKAN AGIHAN SEMULA. After they enter passport number, passport out without data. Ask user to check status at UN9000, status alraedy Imbas. Ask user to do agihan semula. And ask user to OFF toppan for a while. User ask to call back after lunch our because now busy at counter.""",,Next Action Plan :,
1002-98(O),SN,,2010-02-25 08:36:36,NIK,,,,,,"""Received call from En Ramli. He informed that 2 passport print without data. He ask to call back his mobile number to speak with Kak Ros.""",,Next Action Plan :,
1002-96(L),SN,,2010-02-25 11:15:51,NIK,,,,,,"""Call Sufian on site. Problem resolved around 10:15hrs. But he need to test first because now he also doing PM for this printer. Later he will update status again.""",,Next Action Plan :,
1002-96(L),SN,,2010-02-25 10:03:56,NIK,,,,,,"""Sufian call. He just arrive on site. Work in progress.""",,Next Action Plan :,
1002-97(L),SN,,2010-02-25 09:14:08,NIK,,,,,,"""Call user spoke with PIT Latifah. For this problem, they found that this application is for 32 pages (KIV problem). But they print for 48 pages. That why error appear. So now they already can print passport. Problem is human error. Allow us to close log.""",,Next Action Plan :,
1002-97(L),SN,,2010-02-24 17:34:43,SUZIE,,,,,,"""Call Abu mobile and confirm back with him - he confirmed PIT Latifah did perform agihan semula for the 2nd times. Elaborate its may due to network sending, as they wanted to go back now, Abu inform they will try again tomorrow. If agihan semula already perfromed, the process should be continue and OK.""",,Next Action Plan :,
1002-97(L),SN,,2010-02-24 17:23:48,SUZIE,,,,,,"""Received call from PIT Latifah inform on error pop up. Advice PIT Latifah to check status in 9000, then pass to Abu. Abu mention printer not detact as usual thus 5 passport fail to proceed. Clarify back and not E2000 fail to detact - its Agihan Stok problem. PIT Latifah did perform agihan semula for the 2nd times, but still fail to process production.""",,Next Action Plan :,
1002-96(L),SN,,2010-02-24 17:36:37,SUZIE,,,,,,"""After clarification of log 1002 97L - call Abu mobile and inform him Sufian will on site tomorrow. Abu inform, if tomorrow morning printer able to print as usual, he will update immediately.""",,Next Action Plan :,
1002-96(L),SN,,2010-02-24 17:23:52,SUZIE,,,,,,"""Received call from PIT Latifah inform skew printing, then she pass to Abu. According to Abu explanation, what I understand the exact problem is dislocation. Abu mentioned he did try his best cleaning but doesn't help. I understand its already 17:30hrs, agreed to assign engineer tomorrow.""",,Next Action Plan :,
1002-84(L),SN,,2010-02-24 16:32:26,SUZIE,,,,,,"""Setting of ""raised by"" changed from TARGET NIK to ADUKOM report number.""",,Next Action Plan :,
1002-95(L),SN,,2010-02-24 16:29:22,SUZIE,,,,,,"""log close with Efa ADUKOM""",,Next Action Plan :,
1002-95(L),SN,,2010-02-24 16:28:09,SUZIE,,,,,,"""Call BTMR Izwan mobile to confirm status - he allow to close log.""",,Next Action Plan :,
1002-95(L),SN,,2010-02-24 16:18:02,SUZIE,,,,,,"""Call BTMR Izwan mobile to confirm status - he will check on the progression and ask to call back. OK""",,Next Action Plan :,
1002-95(L),SN,,2010-02-24 14:41:08,NIK,,,,,,"""Received call from Arham. I explained to him that at site regarding to log 1001-93(L), 4170301 taken back by Din to office because print dirty problem and replace with QMIR unit. Refer to log 1002-54(L), jarfalla 4130249 faulty but since at site only have 2 jarfalla workstation, jarfalla QMIR and 4580005 used with both 2 workstation. I promise with user to replace 4130249 next PM. user agree. Today Arham informed suddently jarfalla 4580005 face problem same like before refer log 1002-39(L). So user try to use 4130249. At first ok but suddently no power. So arham take power supply from 4580005 since this jarfalla faulty. Now 4130249 ok.Status resolved. Jarfalla 4580005 face 2 problem that is no power supply and print in one line.""",,Need to bring one jarfalla on site during PM32 to replace 4580005 that facing problem.,
1002-90(L),SN,,2010-02-24 14:44:57,SUZIE,,,,,,"""Task assign to Nik, once packets receive - send 10 packets to site immediately as i'm on leave tomorrow. 26/02/10 (Firday) is public holiday for maulidur Rasul.""",,Next Action Plan :,
1002-90(L),SN,,2010-02-24 14:15:17,SUZIE,,,,,,"""Call Anand mobile - he confirm boxed will deliver to our office tomorrow.""",,Next Action Plan :,
1002-90(L),SN,,2010-02-24 13:08:46,SUZIE,,,,,,"""I did call Anand Nippon to check on the email - but he out for a lunch.""",,Next Action Plan :,
1002-91(L),SN,,2010-02-24 13:24:05,SUZIE,,,,,,"""Call process room and passs to PIT Raja Nor Sihan - she allow to close log.""",,Next Action Plan :,
1002-95(L),SN,,2010-02-24 13:16:13,SUZIE,,,,,,"""Check with Arham cause pervious log - i really not understand why Din bring back jarfalla 4130301 not as previous report for jarfalla 4130249. As Arham also not clear, ask him to check with Din - please refer to log 1002 39L, 1002 40L ad 1002 54L.

* helpdesk give the wrong instruction or engineer not clear on the status""",,Next Action Plan :,
1002-95(L),SN,,2010-02-24 13:14:58,SUZIE,,,,,,"""Received call from Arham ask to check status of jarfalla with serial 4580005 - previous repair by CD Sol, this jarfalla printed with missing text.""",,Next Action Plan :,
1002-90(L),SN,,2010-02-24 12:05:20,SUZIE,,,,,,"""Exemption letter from BTMR Faezah received. Collect by Faizal via Sufian at WWNG.""",,Next Action Plan :,
1001-91(L),SN,,2010-02-24 12:53:30,NIK,,,,,,"""Received call from fakhrul. Already setting access card. username for system : Castle, password: Castle. Fakhrul also informed that 5 access card that supply by Dynadi is different and cannot be setting. Fakhrul already guide and teach PI Hafiz how to setting the access card.""",,Next Action Plan :,
1002-95(L),SN,,2010-02-24 12:22:52,NIK,,,,,,"""Received call from Arham. On site now. Investigate the problem.""",,Next Action Plan :,
1001-91(L),SN,,2010-02-24 11:59:41,NIK,,,,,,"""Received call from Fakhrul. He help user to setting access card but failed to enter system since need to enter password. As speak with Pn Ismahan, last time one of DYnadi staff come to repair access door after i informed mis gan that en razi assign them to look on site and pass 5 access card. The person that come to site repair door and also pass 5 access card but not setting. I call Gun to informed about the password and gan will call his person at kuantan to look on site. Pass Gan phone number to Fakhrul. He will call to ask for password.""",,Next Action Plan :,
1002-91(L),SN,,2010-02-24 12:00:56,SUZIE,,,,,,"""Call process room - status confirm with Norita and she pass to process room. Cik Julida inform printing continue as well but suddenly error occur again. Sufian on progress troubleshooting.""",,Next Action Plan :,
1002-94(L),SN,,2010-02-24 11:47:03,SUZIE,,,,,,"""Call Zul - pass to Zaki, Zaki confirm status of printer and allow to close log.""",,Next Action Plan :,
1002-94(L),SN,,2010-02-24 11:46:52,SUZIE,,,,,,"""Call general line 4 times - keep engaged.""",,Next Action Plan :,
1002-95(L),SN,,2010-02-24 11:42:52,SUZIE,,,,,,"""Call Arham - his looking for power cable. Advice to look on site first.""",,Next Action Plan :,
1001-91(L),SN,,2010-02-24 11:31:18,SUZIE,,,,,,"""Call Fakhrul mobile - Fakhrul mention fax number 095736407 not the right fax, need to send to 095739257. Check with website - 6407 is the given number. Access card pass to PIT Ismahan. Log close.""",,Next Action Plan :,
1001-91(L),SN,,2010-02-24 11:07:41,SUZIE,,,,,,"""Inform to Fakhrul via sms - DO already sent at fax no 095736407. Ask favor to check and confirm recipient.
(a) 31166 31574 key 5582
(b) 31164 54518 key 3605""",,Next Action Plan :,
1002-91(L),SN,,2010-02-24 11:07:18,SUZIE,,,,,,"""Call process room ansd status of printer confirm with Cik Julida - production continue well without problem but not more than 20 passport yet proceed. If such so, I will user again around 12:00hrs to close log.""",,Next Action Plan :,
