1001-87(L),SN,,2010-01-30 11:26:48,NIK,,,,,,"""Rosdi back to office today to take the jarfalla. Loan jarfalla with S/N:4130135. """,,Next Action Plan :,
1001-87(L),SN,,2010-01-29 15:48:50,NIK,,,,,,"""Schedule for PM 31 already change due to ICAO installation. There is no central engineer assign to do PM at site. Rosdi as regional engineer at sabah is assign to do PM there. After discussion with En Fauzi, there is a risk if sending Jarfalla to the site. So suggest to ask Rosdi to back to KL this weekend to take jarfalla. So call Rosdi and he will back to KL this weekend.""",,Next Action Plan :,
1001-93(L),SN,,2010-01-29 15:01:31,NIK,,,,,,"""Received call from Arham. He informed that due the chnages of ICAO installation schedule, he will not back to KL this week. Since have 2 jarfalla at site, so agree with him to pass the jarfalla to the pM team.""",,Next Action Plan :,
1001-86(L),SN,,2010-01-29 15:25:27,NIK,,,,,,"""Call ADUKOM. Log close with Irwan.""",,Next Action Plan :,
1001-86(L),SN,,2010-01-29 15:21:19,NIK,,,,,,"""Call Mdm Chan mobile since keep calling direct line but nobody pickup. Confirmed with madam chan no problem occur anymore. Allow us to close log.""",,Next Action Plan :,
1001-89(L),SN,,2010-01-29 13:51:24,NIK,,,,,,"""Maria ask Ashok to check on site and ashok already check pc problem. Actually the problem happened just in the morning. Until now, no problem occur anymore. But Maria suggest to sent loan unit at side. Ashok have the loan unit with him but the unit need to be setup first. Will check status with maria nextweek since start from Yesterday, she on leave.""",,Next Action Plan :,
1001-86(L),SN,,2010-01-29 11:25:37,NIK,,,,,,"""Call user many times but line keep busy. Will call back later yto update status.""",,Next Action Plan :,
1001-80(L),CM,,2010-01-29 09:46:29,NIK,,,2010-01-24 11:15:00,2010-01-24 12:41:00,,"""Received CM report from Anuar. Problem Check film. Supporting tube spindal damaged.
Action taken:
1. Supporting tube spindal replaced.
2. Did test print.
3. Production monitored.
CM success. Printer in good condition. Production continue as usual.""",,Next Action Plan :,
1001-23(L),CM,,2010-01-28 09:35:48,NIK,,,2010-01-25 11:00:00,2010-01-25 16:00:00,,"""Received CM report from Sufian. Problem monitor display blur. He change with ne monitor.
New : V1WG011.""",,Next Action Plan :,
1001-76(L),CM,,2010-01-28 09:28:54,NIK,,,2010-01-22 15:00:00,2010-01-22 16:00:00,,"""Received CM report from Sufian. Problem white dot on printed data page and white line on printed data page.
Action taken:
1. General cleaning.
2. Teach new IO how to cleaning.
3. Test print and monitor production.
Production continue as usual.""",,Next Action Plan :,
0911-114(L),CM,,2010-01-28 09:19:55,NIK,,,2010-01-25 11:00:00,2010-01-25 16:00:00,,"""Received CM report from Sufian. Take back RTE8000 loan unit.
Loan: 5RL13942
Original: 5RL13923
Test MRZ and monitor production.
RTE8000 work as usual.""",,Next Action Plan :,
