1005-38(L),CM,,2010-05-27 17:05:54,NIK,,,2010-05-14 09:15:00,2010-05-15 12:30:00,,"""Received CM reprot from Din.
Action taken:
'1. Make shim adjustment.
2. Test print
3. Reinstall RTE software.
4. Scan for virus.
5. Production monitored.
Printing success. production continue as usual.""",,Next Action Plan :,
1005-50(O),CM,,2010-05-27 17:03:26,NIK,,,2010-05-17 12:15:00,2010-05-18 17:30:00,,"""Received CM report from Din.
Action taken:
1. Open RTE hardware and reattach cable connection.
2. Did RFIS troubleshooting problem.
3. Production monitored.
QA procedured success. Production continue as usual.""",,Next Action Plan :,
1005-85(L),CM,,2010-05-27 17:01:00,NIK,,,2010-04-19 11:40:00,,,"""Received CM report from Din. On site on 19/04/2010. around 11:40am. 
He did change with loan unit S/N: 413 0186

Log close since problem resolved on site by engineer.""",,Next Action Plan :,
1005-79(L),SN,,2010-05-27 15:48:43,NIK,,,,,,"""Call user. Spoke with Pn Fatimah. They still cannot use this printer because facing problem with Server. They already report to ADUKOM but no other action yet. So log unable to close since they not test yet.""",,Next Action Plan :,
1005-81(L),SN,,2010-05-27 16:54:03,SUZIE,,,,,,"""Azzeri confirm status with BTMR Ridzuan - status allow to be close.""",,Next Action Plan :,
1005-81(L),SN,,2010-05-27 16:50:05,SUZIE,,,,,,"""Received call from Azzeri update status - loan unit replaced at this PC, serial L3ANR0B.""",,Next Action Plan :,
1005-80(L),SN,,2010-05-27 15:46:53,NIK,,,,,,"""Call user spoke with Mdm Kim. Confirm no problem occur anymore. Log allow to close.""",,Next Action Plan :,
1005-84(L),SN,,2010-05-27 15:34:37,NIK,,,,,,"""call En Dzulkarnain 0145559008. Informed engineer will be on site. He will standby IO to standby on that day.""",,Next Action Plan :,
1005-84(L),SN,,2010-05-27 10:38:09,NIK,,,,,,"""Arrange flight for Anuar assignment to Labuan on tuesday (01/06/2010) 07:50am.""",,Next Action Plan :,
1005-67(L),SN,,2010-05-27 10:29:53,NIK,,,,,,"""Received call from En Dzulkarnain. Informed that will sent engineer. He ask to sent engineer on tuesday (1/06/10) because wed they just in after holiday. They suspect many production. So need engineer do that work on tuesday on holiday and they ready to standby.""",,Next Action Plan :,
1005-84(L),SN,,2010-05-27 10:22:28,NIK,,,,,,"""Call user. Spoke with En jasrun. As per informed by him found that RTE8000 cannot function as usual. At first error reading from file. After user restart and check cable, RTE8000 cannot function where at first Red LED blinking and disappear. After restart no LED at all. Need to check with engineer first but cannot sent engineer today because today already thu and tomorrow holiday. En Jasrun pass phone to KI Dzulkarnain and he will call back later since line not really good.""",,Next Action Plan :,
1005-83(L),SN,,2010-05-27 10:19:52,NIK,,,,,,"""Call ADUKOM. Spoke with Efa. Esc the problem to HTP back.""",,Next Action Plan :,
1005-83(L),SN,,2010-05-27 10:15:29,NIK,,,,,,"""Call Faizal. Informed the problem. Faizal said if the host already update the status, so we cannot do anything. He ask to pass back the log to HTP.""",,Next Action Plan :,
1005-83(L),SN,,2010-05-27 10:12:50,NIK,,,,,,"""Call HTP. Spoke with Rahman. Ask him to pass phone to En Kamarudin. He in training now.""",,Next Action Plan :,
1005-83(L),SN,,2010-05-27 10:12:29,NIK,,,,,,"""Call En Kamarudin HTP but failed to reach.""",,Next Action Plan :,
1005-83(L),SN,,2010-05-27 10:06:06,NIK,,,,,,"""Call user spoke with fariz. when doing QA, all passport selesai QA but in kemaskini only MRZ berjaya. other3 gagal. and error Imbasan Imej belum dilalukan. Take passport no and from No : K22391151, 5072495. Fariz also informed that in cawangan, status at imbasan but at host, process already QA.""",,Next Action Plan :,
1005-83(L),SN,,2010-05-27 09:59:12,NIK,,,,,,"""Received call from ADUKOM. Report that error Imbasan Imej gagal dilakukan. They already refer to HTP but HTP ask us to update step. HTP personnel: IA kamarudin.""",,Next Action Plan :,
1005-82(L),SN,,2010-05-27 13:56:26,NIK,,,,,,"""Call kak mashitah. Informed that engineer will bring nextweek. She agree.""",,Next Action Plan :,
1005-82(L),SN,,2010-05-27 13:54:54,NIK,,,,,,"""Check PM schedule. Nextweek engineer will be on site doing PM. Will pass to PM team.""",,Next Action Plan :,
1005-82(L),SN,,2010-05-27 08:08:22,NIK,,,,,,"""Received call from Pn Mashitah. Informed that cleaning kits just left 1 packet. I informed her that will sent to site today.""",,Next Action Plan :,
1005-81(L),SN,,2010-05-27 09:54:27,NIK,,,,,,"""Azzeri informed that problem at PC QA already resolved. He check no  mapping. Create mapping, no problem occur anymore.""",,Next Action Plan :,
1005-81(L),SN,,2010-05-27 09:27:51,NIK,,,,,,"""Yusuf informed that Azzeri on the way to site.""",,Next Action Plan :,
1005-81(L),SN,,2010-05-27 08:48:20,NIK,,,,,,"""Call Yusuf. Not Pickup.""",,Next Action Plan :,
1005-81(L),SN,,2010-05-27 08:43:43,NIK,,,,,,"""Call user. Spoke with En Ridzuan. He said that problem still occur. They facing the bleu screen but when they use the correct way to ON PC and RTE8000, QA display only one process lulus. Another 3 not lulus.""",,Next Action Plan :,
1005-81(L),SN,,2010-05-27 08:41:38,NIK,,,,,,"""Received call from ADUKOM informed that user ask to call back since problem repeated.""",,Next Action Plan :,
1005-80(L),SN,,2010-05-27 09:29:37,NIK,,,,,,"""Received call from Zul. Problem resolved. But found not problem CCD but hopper. Also permenant line occur. Need to replace thermal head. Zul ask to sent thermal head. Ima prepare used thermal head to be sent to site by Hafiz.""",,Next Action Plan :,
1005-80(L),SN,,2010-05-27 08:29:34,NIK,,,,,,"""Call Zul. Informed him the problem. Assign him to be on site today.""",,Next Action Plan :,
1005-80(L),SN,,2010-05-27 08:28:21,NIK,,,,,,"""Call user. Spoke with Mdm Kim. He informed that same problem occur again.""",,Next Action Plan :,
1005-80(L),SN,,2010-05-27 08:28:54,NIK,,,,,,"""Received call from ADUKOM. Informed that user report back the problem.""",,Next Action Plan :,
1005-79(L),SN,,2010-05-27 09:42:55,NIK,,,,,,"""Call user. Spoke with Pn Fatimah., Today no production test yet because they unable to enter ID pengguna in system JIM. User already log problem to ADUKOM. Log unable to close yet. """,,Next Action Plan :,
1005-79(L),SN,,2010-05-26 17:14:38,NIK,,,,,,"""Call user but nobody pickup. Will update statsu tomorrow morning.""",,Next Action Plan :,
1005-79(L),SN,,2010-05-26 17:13:12,NIK,,,,,,"""Call ardina. In meeting She ask to call process room.""",,Next Action Plan :,
1005-81(L),SN,,2010-05-26 17:25:47,NIK,,,,,,"""Call Yusuf. Explained the problem. He will be on site tomorrow. """,,Next Action Plan :,
1005-81(L),SN,,2010-05-26 17:16:51,NIK,,,,,,"""Call user. Spoke with PN Sharifah. Already do that but when do as i guide, RTE8000 hang. Cannot be use at all. They repeated as they do before, blue screen occur. Use said that they already sms Yusuf. She ask to informed Yusuf the detail of problem.""",,Next Action Plan :,
1005-81(L),SN,,2010-05-26 16:53:36,NIK,,,,,,"""Call user. Rino pass phone pn sharifah. She informed that problem since morning until now. Ask user to ON PC and log in system first than ON plu RTE. User will try first. Will call back after 15 min.""",,Next Action Plan :,
1005-80(L),SN,,2010-05-26 17:15:29,NIK,,,,,,"""Call user. Spoke with Ramesh. He informed that error occur when they want to test. After restart they stop using printer. I ask them to try but they said, no production to produce anymore. He will try tomorrow. I will double check with user again tomorrow.""",,Next Action Plan :,
1005-80(L),SN,,2010-05-26 16:35:07,NIK,,,,,,"""Call user. Spoke with Mdm Kim. IO still testing. Ask to call back after 15 min.""",,Next Action Plan :,
1005-68(L),SN,,2010-05-26 16:39:29,NIK,,,,,,"""Call user spoke with Lili. She said that jarfalla ok since yesterday after they stop using it for a day. Now it can work without problem. Log can be close.""",,Next Action Plan :,
1005-68(L),SN,,2010-05-26 16:37:47,NIK,,,,,,"""Call Ashok on site. Jarfalla ok after remove cable and plug it back.""",,Next Action Plan :,
1005-80(L),SN,,2010-05-26 15:54:17,NIK,,,,,,"""Call user. Spoke with Mdm Kim. She informed that at first line small but now become bigger. Problem start this morning and already clean but not ok. Ask user to clean at thermal head once again. Will call back to confirm status after 30 minutes.""",,Next Action Plan :,
1005-79(L),SN,,2010-05-26 15:13:17,NIK,,,,,,"""Problem resolved. Test ok. """,,Next Action Plan :,
1005-79(L),SN,,2010-05-26 14:36:42,NIK,,,,,,"""Azhar arrived at site.""",,Next Action Plan :,
1005-78(L),SN,,2010-05-26 10:40:59,NIK,,,,,,"""Sufian call. He talked with user already. User want to print using mode latihan. Thats why they found this problem today.""",,Next Action Plan :,
1005-78(L),SN,,2010-05-26 09:30:33,NIK,,,,,,"""Informed problem to Maria. She will talk with Sufian.""",,Next Action Plan :,
1005-78(L),SN,,2010-05-26 09:09:16,NIK,,,,,,"""Nazri call. After swap also not ok. Means not Monitor problem. Maybe problem with CPU.""",,Next Action Plan :,
1005-78(L),SN,,2010-05-26 08:55:40,NIK,,,,,,"""Call Nazri's mobile. He informed that problem star this morning. No display at monitor. All LED at monitor and CPU ON. Ask user to swap monitor with other monitor. Will call back later.

*user informed mesiniaga come to install antivirus. Also do at our PC spooler.""",,Next Action Plan :,
1005-78(L),SN,,2010-05-26 08:54:01,NIK,,,,,,"""Call general line not pickup.""",,Next Action Plan :,
1005-79(L),SN,,2010-05-26 10:51:08,NIK,,,,,,"""Received log from irwan ADUKOM. User report problem peel off.""",,Next Action Plan :,
1005-79(L),SN,,2010-05-26 10:53:02,NIK,,,,,,"""Call arnida's mobile since call direct line no body pickup. As check no peel off. Just a line occur. 2 line at the same place. Already clean but still not ok.""",,Next Action Plan :,
1005-79(L),SN,,2010-05-26 11:02:54,NIK,,,,,,"""Call Anuar. He at BSUB monitor for Aircond service at site by our new contractor. Assign him to be on site if finish early.""",,Next Action Plan :,
1005-79(L),SN,,2010-05-26 11:35:28,NIK,,,,,,"""Anuar call. He informed that cleaning aircond at subang will take time cause facing problem. Maybe cannot go to BPIN. Ask to sent other engineer.""",,Next Action Plan :,
1005-79(L),SN,,2010-05-26 13:50:04,NIK,,,,,,"""Assign Azhar to be on site.""",,Next Action Plan :,
1005-78(L),SN,,2010-05-26 12:22:43,NIK,,,,,,"""Call En Nazri. Informed him thata engineer will be on site nextweek to check the problem. Since production not star yet, log allow to close.""",,Next Action Plan :,
1005-26(L),CM,,2010-05-25 15:13:28,NIK,,,2010-05-09 09:00:00,,,"""Received CM report from Fakhrul.
Did change voltage. Rescrew platen roller. Production continue as usual""",,Found ribbon and film tube spidal faulty.,
1005-25(L),CM,,2010-05-25 15:11:57,NIK,,,2010-05-09 09:00:00,,,"""Received CM report from Fakhrul. 
He did change RTE8000 with loan unit S/N: 5RL13937. Faulty S/N: 5RL13952.""",,Next Action Plan :,
1005-77(L),SN,,2010-05-25 15:34:19,NIK,,,,,,"""Log close with Rosmaizah ADUKOM.""",,Next Action Plan :,
1005-76(L),SN,,2010-05-25 15:34:04,NIK,,,,,,"""Log close with Rosmaizah ADUKOM.""",,Next Action Plan :,
1005-75(L),SN,,2010-05-25 15:34:18,NIK,,,,,,"""Log close with Rosmaizah ADUKOM.""",,Next Action Plan :,
1005-76(L),SN,,2010-05-25 11:50:43,NIK,,,,,,"""Call irwan's mobile. No problem occur anymore. Allow to close log.""",,Next Action Plan :,
1005-77(L),SN,,2010-05-25 11:50:08,NIK,,,,,,"""Call irwan's mobile. No problem occur anymore. Allow to close log.""",,Next Action Plan :,
1005-76(L),SN,,2010-05-25 08:39:22,NIK,,,,,,"""Call Faizal. Informed this problem. Since Naufal will be on site for problem in log 1005-75(L), Faizal ask Naufal copy spoolingcaller.exe from T3 and paste at T1 and T2. Also ask naufal to copy file PLMSlog with today's date in folder c:jimplmslogpc at T1 into r:	arget. Ask user to take passport number that facing problem.""",,Next Action Plan :,
1005-76(L),SN,,2010-05-25 10:37:20,NIK,,,,,,"""Received call from Naufal. Already do as Faizal ask. No problem happned for this moment.""",,Next Action Plan :,
1005-77(L),SN,,2010-05-25 10:37:39,NIK,,,,,,"""Received call from Naufal. Already do as Faizal ask. No problem happned for this moment.""",,Next Action Plan :,
1005-77(L),SN,,2010-05-25 08:39:19,NIK,,,,,,"""Call Faizal. Informed this problem. Since Naufal will be on site for problem in log 1005-75(L), Faizal ask Naufal copy spoolingcaller.exe from T3 and paste at T1 and T2. Also ask naufal to copy file PLMSlog with today's date in folder c:jimplmslogpc at T1 into r:	arget. Ask user to take passport number that facing problem.""",,Next Action Plan :,
1005-77(L),SN,,2010-05-25 08:36:02,NIK,,,,,,"""Call user. He informed that yesterday Faizal upgrade spooler version. And Faizal already informed him that if this problem happened need to report immediately.""",,Next Action Plan :,
1005-76(L),SN,,2010-05-25 08:36:59,NIK,,,,,,"""Call user. He informed that yesterday Faizal upgrade spooler version. And Faizal already informed him that if this problem happened need to report immediately.""",,Next Action Plan :,
