0912-102(L),7,,AZHAR,,1,,2010-05-01 15:30:45
0912-102(L),7,,YUSUF,,1,,2010-04-01 09:28:14
0912-108(L),7,,ASHOK,,1,,2010-06-01 16:41:25
0912-109(L),7,,ASHOK,,1,,2010-06-01 16:44:35
0912-111(L),7,,ASHOK,,1,,2010-06-01 16:28:08
1001-01(L),7,,ANUAR,,1,,2010-04-01 11:23:25
1001-02(L),7,,ANUAR,,1,,2010-04-01 11:23:10
1001-03(L),7,,ARHAM,,1,,2010-04-01 13:10:35
1001-04(L),7,,ARHAM,,1,,2010-04-01 13:51:45
1001-05(L),7,,ISYRAF,,1,,2010-04-01 17:47:01
1001-06(L),7,,ANUAR,,1,,2010-05-01 09:38:36
1001-07(L),7,,ANUAR,,1,,2010-05-01 09:38:58
1001-08(L),7,,YUSUF,,1,,2010-05-01 09:47:50
1001-09(L),7,,AZZERI,,1,,2010-05-01 10:03:28
1001-10(L),7,,DIN,,1,,2010-05-01 12:31:59
1001-11(L),7,,SUFIAN,,1,,2010-05-01 12:34:08
1001-12(L),7,,MARIA,,1,,2010-07-01 14:57:41
1001-12(L),7,,FAIZAL,,1,,2010-07-01 12:56:44
1001-12(L),7,,ANUAR,,1,,2010-06-01 15:31:55
1001-13(L),7,,MARIA,,1,,2010-07-01 15:05:54
1001-13(L),7,,FAIZAL,,1,,2010-06-01 17:19:55
1001-14(L),7,,ARHAM,,1,,2010-07-01 09:50:48
1001-15(L),7,,NIK,,1,,2010-07-01 10:00:07
1001-16(L),7,,ANUAR,,1,,2010-07-01 10:05:40
1001-17(L),7,,MARIA,,1,,2010-07-01 10:11:14
1001-18(L),7,,ISYRAF,,1,,2010-07-01 11:00:33
1001-19(L),7,,ISYRAF,,1,,2010-07-01 12:46:02
1001-19(L),7,,ISYRAF,,1,,2010-07-01 11:01:17
1001-20(L),7,,ZUL,,1,,2010-07-01 12:51:10
1001-21(L),7,,FAIZAL,,1,,2010-07-01 15:41:21
1001-22(L),7,,MARIA,,1,,2010-07-01 16:50:38
1001-23(L),7,,MARIA,,1,,2010-07-01 17:02:15
1001-24(L),7,,ISYRAF,,1,,2010-08-01 11:35:59
1001-25(L),7,,ISYRAF,,1,,2010-08-01 11:36:09
1001-26(L),7,,ZUL,,1,,2010-08-01 11:50:59
1001-27(L),7,,NAUFAL,,1,,2010-11-01 10:09:51
1001-28(L),7,,NAUFAL,,1,,2010-11-01 10:14:13
